Gas_Stations_Address,Latitude,Longitude,Pincode,Pincode( frst 3 characters),Latitiude of the nearest Fast Charger,Longitude of the nearest fast charger,Distance with the nearest fast EV charger
Gressthal Weinstraße 4 · 97535 Wasserlosen-Gressthal,50.0754872,10.042154,97535,975,49.984833,10.668524,45.86286885
Industriestraße 7a · 36275 Kirchheim,50.8371188,9.57536,36275,362,50.74781,9.85923,22.28780428
Hauptstraße 1 · 36275 Kirchheim,50.8371188,9.57536,36275,362,50.74781,9.85923,22.28780428
Am Buehlfeld 3 · 89537 Giengen,48.6152377,10.2065459,89537,895,48.233968,9.644065,59.32959151
An der Autobahn 1 · 29690 Buchholz/Aller,52.6740493,9.6884539,29690,296,52.73444346,7.756792903,130.3173417
Albert-Einstein-Straße · 31135 Hildesheim,52.1629095,9.9789993,31135,311,52.153514,9.952343,2.097144265
Gottlieb-Daimler-Straße 2c · 29614 Soltau,52.9968519,9.9205003,29614,296,52.73444346,7.756792903,148.1385731
Europastraße 3 · 87700 Memmingen,47.9993885,10.1528364,87700,877,48.395531,10.921211,71.99748311
Isernhaegener Straße 4 · 30938 Burgwedel,52.4883419,9.8298499,30938,309,52.5471184,9.7444593,8.723436233
Wittgenstein 2 · 24866 Busdorf,54.4770722,9.5444696,24866,248,54.23223,9.66635,28.34764059
Schleswiger Damm 173 · 22457 Hamburg,53.6413415,9.9165568,22457,224,53.646434,10.030759,7.549086937
Grotwisch 2 · 24589 Dätgen,54.1803072,9.94378,24589,245,54.179078,10.017154,4.776863057
An Der Leibi 1 · 89278 Nersingen,48.4165848,10.1008051,89278,892,48.3881107,10.0358574,5.745645636
Bremer Straße 300 · 21077 Hamburg,53.4386724,9.9361559,21077,210,53.485806,10.213129,19.06998646
Robert-Koch-Straße 2 · 29683 Bad Fallingbostel,52.8667555,9.6957633,29683,296,52.73444346,7.756792903,131.1755371
Ohlendorfer Straße 42 · 21220 Seevetal,53.340921,10.0570827,21220,212,53.4102571,9.9896615,8.913119692
Industriestraße 1 · 97258 Ippesheim,49.5854397,10.1784222,97258,972,49.89641,9.81834,43.18768813
An der Alten Ziegelei 4 · 89269 Vöhringen-Illerberg,48.2853986,10.1164719,89269,892,48.3881107,10.0358574,12.88206952
Scandinavian Park 1 · 24983 Handewitt,54.7774981,9.3340139,24983,249,54.765799,9.47798,9.32535318
Unterer Kellermann 1 · 97273 Kuernach,49.8464444,10.0402685,97273,972,49.89641,9.81834,16.84714076
Abfahrt A 7 · 97215 Uffenheim,49.5334348,10.1836358,97215,972,49.89641,9.81834,48.15381685
Stader Straße 294-296 · 21075 Hamburg,53.4710402,9.9395397,21075,210,53.485806,10.213129,18.17903909
Bodenseestraße 40 · 87700 Memmingen,47.9780177,10.1644064,87700,877,48.395531,10.921211,72.82171327
Bastenauer Straße 12 · 91637 Wörnitz,49.257361,10.2365737,91637,916,49.25312,10.29946,4.588325835
In Der Meineworth 12 · 30938 Burgwedel,52.4911253,9.847529,30938,309,52.5471184,9.7444593,9.348787464
"BAB A7, Motelstraße 5 · 36273 Kirchheim",50.8290323,9.5765064,36273,362,50.74781,9.85923,21.83014158
Buxheimer Straße 113 · 87700 Memmingen,47.9915313,10.1619394,87700,877,48.395531,10.921211,72.01015096
Am Wiesenweg · 97262 Hausen B.Wuerzburg,49.9123862,10.0025677,97262,972,49.89641,9.81834,13.31284474
Am Hanfberg 3 · 29649 Wietzendorf,52.9452102,9.8812909,29649,296,52.73444346,7.756792903,144.601817
Baukreativstraße 7 · 91628 Steinsfeld-Endsee,49.4454074,10.245932,91628,916,49.25312,10.29946,21.73011711
Westerlange 2 · 37154 Northeim,51.7311382,9.9727384,37154,371,51.5122608,10.2424837,30.64501327
Hauptstraße 1 · 37589 Echte,51.7858567,10.0590699,37589,375,51.729028,10.252765,14.75354548
Allgäuer Straße 34 · 87700 Memmingen,47.9722335,10.182537,87700,877,48.395531,10.921211,72.21123313
Am Zainer Berg 2 · 38723 Seesen,51.9473995,10.1397682,38723,387,51.731811,10.612628,40.37417853
Bodenseestraße 33 · 87700 Memmingen,47.9780177,10.1644064,87700,877,48.395531,10.921211,72.82171327
Kennedydamm 200Ost · 31135 Hildesheim,52.1698356,9.9634696,31135,311,52.153514,9.952343,1.967180633
"BAB A7, Allertal Ost 1 · 29690 Essel",52.6956528,9.6884147,29690,296,52.73444346,7.756792903,130.1808369
Weißenbachstraße 2 · 87730 Bad Grönenbach,,,87730,877,48.395531,10.921211,5483.082314
Am Kaufpark 7 · 37079 Goettingen,51.5263419,9.8804854,37079,370,51.528467,9.937287,3.936567242
Obere Dorfstraße 1 · 37176 Noerten-Hardenberg,51.6317796,9.9092975,37176,371,51.5122608,10.2424837,26.58673366
Unter Dem Pferdestiege 1 · 37176 Noerten-Hardenberg,51.6293489,9.921599,37176,371,51.5122608,10.2424837,25.71651895
Hauptstraße 2 · 87466 Oy-Mittelberg,47.6443362,10.4545655,87466,874,47.720549,10.315315,13.43446229
Raiffeisenstraße 3 · 87463 Dietmannsried,47.8087708,10.2893454,87463,874,47.720549,10.315315,10.0000064
Daimlerstraße 11 · 87437 Kempten,47.7593055,10.3243683,87437,874,47.720549,10.315315,4.362376772
Heisinger Straße 25 · 87463 Dietmannsried,47.8055728,10.2974291,87463,874,47.720549,10.315315,9.548268776
Apothekerholz 3 · 24623 Brokenlande,54.0135928,9.9333144,24623,246,54.082197,9.784952,12.32899799
A7 Huettener Berge Ost · 24791 Alt Duvenstedt,54.3659123,9.67172,24791,247,54.297609,9.668331,7.598158316
A7 Aalbek West · 24537 Neumuenster,54.0895324,9.9295668,24537,245,54.179078,10.017154,11.47613815
Bab A7 · 97795 Schondra,50.2662206,9.8814508,97795,977,50.249126,10.19481,22.3579272
"BAB A7, Berghäuser Straße · 34523 Lohfelden",51.2761574,9.5463023,34523,345,51.12474,9.281101,24.99811371
A7 · 97795 Schondra,50.2662206,9.8814508,97795,977,50.249126,10.19481,22.3579272
A7 Hasselberg Ost · 34593 Knuellwald,51.0355037,9.48931,34593,345,51.12474,9.281101,17.60701092
An der A7 (Illertal-West) · 88451 Dettingen an der Iller,48.1260429,10.109061,88451,884,48.100803,9.770889,25.2623185
Bab A7 / Ellwanger Berge West · 73479 Ellwangen / Jagst,48.9653197,10.1852412,73479,734,48.834432,10.094287,16.00070193
Lonetal West A7 · 89537 Giengen,48.5849819,10.1767045,89537,895,48.233968,9.644065,55.39899514
Bab A7 / Allgaeuer Tor Ost · 87463 Dietmannsried,47.8466965,10.2830121,87463,874,47.720549,10.315315,14.23308683
Bab A7 / Allgaeuer Tor West · 87463 Dietmannsried,47.8489812,10.2810149,87463,874,47.720549,10.315315,14.50912109
A 7-Ost · 36151 Burghaun,50.7138925,9.6594408,36151,361,50.553971,9.712667,18.17437278
A 7 · 38723 Seesen,51.875782,10.12744,38723,387,51.731811,10.612628,37.00277139
A 7 · 38723 Seesen,51.875782,10.12744,38723,387,51.731811,10.612628,37.00277139
A 7 · 24791 Alt Duvenstedt,54.369902,9.665728,24791,247,54.297609,9.668331,8.040386121
A 7 · 36148 Kalbach,50.4123247,9.732872,36148,361,50.553971,9.712667,15.81509482
A 7 · 91620 Ohrenbach,49.467682,10.2328856,91620,916,49.25312,10.29946,24.34049459
A 7 · 21077 Hamburg,53.4300717,9.9445561,21077,210,53.485806,10.213129,18.83040345
A 7 · 34593 Knüllwald,51.0079127,9.4869539,34593,345,51.12474,9.281101,19.38212102
A 7/E45 · 31174 Schellerten,52.5619019,9.788663,31174,311,52.153514,9.952343,46.75125459
A 7 · 37124 Rosdorf,51.4638484,9.8700604,37124,371,51.5122608,10.2424837,26.34195948
A 7 · 88451 Dettingen an der Iller,48.1092863,10.1239261,88451,884,48.100803,9.770889,26.23076201
A 7 · 97262 Hausen bei Würzburg,49.9277895,9.9985074,97262,972,49.89641,9.81834,13.36446964
BAB A7 Ohrenbach West · 91620 Ohrenbach,49.4849395,10.2106524,91620,916,49.25312,10.29946,26.56711428
Bab A7 · 37124 Rosdorf,51.4638484,9.8700604,37124,371,51.5122608,10.2424837,26.34195948
Bab A7 / Riedener Wald Ost · 97262 Hausen,49.9437638,10.0210011,97262,972,49.89641,9.81834,15.43510475
A7 Hildesheimer Boerde Ost · 31174 Schellerten,52.1277213,10.0513566,31174,311,52.153514,9.952343,7.340476789
A7 Uttrichshausen Ost · 36148 Kalbach,50.4112609,9.7327224,36148,361,50.553971,9.712667,15.9319585
A7 Grossenmoor West · 36151 Burghaun,50.7117095,9.6616759,36151,361,50.553971,9.712667,17.90462819
A7 Lonetal Ost · 89537 Giengen,48.5832039,10.1778979,89537,895,48.233968,9.644065,55.32307749
Ellwanger Berge Ostseite · 73479 Ellwangen,48.9837888,10.1961945,73479,734,48.834432,10.094287,18.20124115
Holmmoor Ostseite · 25451 Quickborn,53.7124428,9.9327416,25451,254,53.658391,9.798222,10.70484311
BAB A7 Holmmoorweg West · 25451 Quickborn,53.7302729,9.8995154,25451,254,53.658391,9.798222,10.40966072
BAB A7 Harburger Berge West · 21077 Hamburg,53.4241028,9.9632021,21077,210,53.485806,10.213129,17.91400877
Bab A7 · 30539 Hannover,52.3302899,9.8635649,30539,305,52.34313,9.75556,7.475709594
A7 Hannover-Wuelferode West · 30539 Hannover,52.337632,9.8634507,30539,305,52.34313,9.75556,7.355186522
A 7 · 29690 Essel,52.704013,9.6852149,29690,296,52.73444346,7.756792903,129.9254698
A 7 · 29646 Bispingen,53.1210725,9.9880422,29646,296,52.73444346,7.756792903,155.6109246
A7 Brunautal West · 29646 Bispingen,53.1082434,9.9805167,29646,296,52.73444346,7.756792903,154.7583581
Am Eichengarten 2 · 06842 Dessau-Rosslau,51.819735,12.3027326,06842,068,51.88048,12.65407,25.05988972
Obere Donitzschkau 2 · 07607 Eisenberg,50.9801522,11.8987963,07607,076,50.969732,11.897986,1.160061478
Rodaer Straße 72 · 07629 Hermsdorf,50.8867768,11.8514986,7629,762,48.938505,8.367736,330.3274885
Oranienbaumer Chaussee 40 · 06842 Dessau,51.8244526,12.3004543,06842,068,51.88048,12.65407,25.07393914
Sandbreite 1 · 06869 Coswig,51.8893635,12.4031307,6869,686,49.594523,8.466921,376.5028859
Sonnenfeld 2 · 06766 Bitterfeld,51.6694163,12.235267,6766,676,49.4431806,7.774825,400.5901011
Jenaer Straße 52 · 07607 Eisenberg,50.970807,11.8821907,07607,076,50.969732,11.897986,1.1124602
An der B 10032 · 06796 Brehna,51.5559949,12.2087874,06796,067,51.6363,12.1991,8.954556632
Jenaer Straße 71 · 07607 Eisenberg,50.970807,11.8821907,07607,076,50.969732,11.897986,1.1124602
Leuschnitzstraße 1 · 95463 Bindlach,49.9775435,11.6080197,95463,954,49.945563,11.576707,4.20268751
Bernecker Straße 52 · 95448 Bayreuth,49.9546039,11.6001046,95448,954,49.945563,11.576707,1.952729282
Weiherstraße 2 · 95448 Bayreuth,49.9363569,11.61009,95448,954,49.945563,11.576707,2.599053411
August-Horch-Straße 14 · 95213 Muenchberg,50.1962235,11.768228,95213,952,50.202703,11.777117,0.958858871
An der Autobahn · 07639 Bad Klosterlausnitz,50.9088778,11.8431713,7639,763,48.799968,8.440567,338.3041502
Westfalenstraße 1 / Bab9 · 14822 Linthe,52.1311683,12.7520129,14822,148,52.141766,12.583619,11.55305928
Schleißheimer Straße 28 · 85748 Garching b. München,48.2398824,11.630583,85748,857,48.228192,11.482517,11.04339385
Riedingerstraße 21 · 95448 Bayreuth,49.9605673,11.5971023,95448,954,49.945563,11.576707,2.216471367
Heisenbergstraße 3 · 85386 Eching,48.3035189,11.6329834,85386,853,48.471233,11.564945,19.31388265
Nürnberger Straße 95 · 95448 Bayreuth,49.9363569,11.61009,95448,954,49.945563,11.576707,2.599053411
Christian-Ritter-Von-Langheinrich-Straße 2 · 95448 Bayreuth,49.9617712,11.6110938,95448,954,49.945563,11.576707,3.049678165
Bernecker Straße 49 · 95448 Bayreuth,49.9546039,11.6001046,95448,954,49.945563,11.576707,1.952729282
"BAB 9 Ausfahrt Droyßig/21B, Im Heidegrund Sued · 06721 Osterfeld",51.0402199,11.9384451,6721,672,49.537156,8.180606,314.915469
Hersbrucker Straße 64 · 91207 Lauf,49.5162853,11.2925933,91207,912,49.690991,11.630317,31.13964275
Schwabacher Straße 27 · 90537 Feucht,49.3684734,11.2071172,90537,905,49.403379,10.691245,37.54175205
Altdorfer Straße 93 · 91207 Lauf,49.5044451,11.2847536,91207,912,49.690991,11.630317,32.41189103
A9 Flaeming Ost · 14823 Muehlenfliess,52.1327392,12.7535249,14823,148,52.141766,12.583619,11.63915274
An der Autobahn 1 · 06231 Bad Duerrenberg,51.2902854,12.1381405,06231,062,51.359565,11.981529,13.333011
Bierweg 6 · 04435 Schkeuditz,51.4028756,12.1943555,4435,443,51.535409,7.542785,322.4841882
An der BAB 9 · 04435 Schkeuditz,51.3998693,12.1822891,4435,443,51.535409,7.542785,321.6757242
Stegenwaldhauser Straße 1 · 95152 Selbitz,50.3238436,11.7889551,95152,951,50.238489,12.02963,19.5585041
Sindersdorf 25 · 91161 Hilpoltstein,49.1635108,11.2702704,91161,911,49.337413,11.014337,26.81420684
Riedingerstraße 11 · 95448 Bayreuth,49.9605673,11.5971023,95448,954,49.945563,11.576707,2.216471367
Münchener Straße 49 · 85748 Garching,48.2398824,11.630583,85748,857,48.228192,11.482517,11.04339385
Untere Hauptstraße 11 · 85386 Eching,48.301,11.6325999,85386,853,48.471233,11.564945,19.57725006
Industriestraße 29 · 07907 Schleiz,50.5973314,11.8399258,7907,790,47.9978277,7.8488269,408.9208756
Bischof-Heinrich-Straße 23 · 91257 Pegnitz-Trockau,49.8248436,11.4958413,91257,912,49.690991,11.630317,17.74371219
Bayreuther Straße 1-3 · 95502 Himmelkron,50.0548964,11.6089074,95502,955,49.89298,11.6461,18.1996851
Carl-Benz-Straße 5 · 85053 Ingolstadt,48.7420413,11.468749,85053,850,48.74010978,11.43508564,2.477823896
Am Keltenwall l2 · 85077 Manching,48.7117782,11.4955738,85077,850,48.74010978,11.43508564,5.441539586
Hofer Straße 2/B303 · 95502 Himmelkron,50.0544926,11.6237512,95502,955,49.89298,11.6461,18.03035704
A9 Hermsdorfer Kreuz Ost · 07629 Schleifreisen,50.8743705,11.8488304,7629,762,48.938505,8.367736,329.3047605
A9 Osterfeld West · 06721 Osterfeld,51.105179,11.9541072,6721,672,49.537156,8.180606,319.582935
Hauptstraße 8 · 85095 Denkendorf,48.9263573,11.4546675,85095,850,48.74010978,11.43508564,20.75931721
"BAT A9, Köckern Ost · 06794 Köckern",41.6500394,-73.3354993,06794,067,51.6363,12.1991,6242.258438
BAT A9 Köckern West · 06794 Köckern,41.6500394,-73.3354993,06794,067,51.6363,12.1991,6242.258438
Hallesche Straße 41/Schwa · 06686 Lützen / OT Zorbau,51.1842597,12.0118862,6686,668,49.4122,7.5489,373.1584618
Neustädter Straße 50 · 07819 Triptis,50.7364039,11.8562636,7819,781,48.214153,8.230824,383.6714711
Hauptstraße 3 · 85095 Denkendorf,48.9263573,11.4546675,85095,850,48.74010978,11.43508564,20.75931721
Autohof An Der Autobahn K4 · 91161 Hilpoltstein,49.1598668,11.2581615,91161,911,49.337413,11.014337,26.51374297
Enkeringer Straße 7 · 85125 Kinding,48.9994314,11.3783677,85125,851,48.8076,11.47,22.35743473
Ottenhof 51 · 91287 Plech,49.6665115,11.4657839,91287,912,49.690991,11.630317,12.14725378
A9 Flaeming West · 14823 Muehlenfliess,52.1329672,12.7512356,14823,148,52.141766,12.583619,11.48128454
Am Braunweiher 2 · 85077 Manching,48.7090464,11.4951074,85077,850,48.74010978,11.43508564,5.595995961
Situlistraße 36 · 80939 München,,,80939,809,48.213242,11.556008,5475.569206
Schwarzleite 2 · 91220 Schnaittach,49.5671093,11.3275804,91220,912,49.690991,11.630317,25.79120553
Bahnhofstraße 20 · 91171 Greding,49.0627236,11.3264827,91171,911,49.337413,11.014337,38.04335244
Zur Achmühle 1 · 91171 Greding,49.0627236,11.3264827,91171,911,49.337413,11.014337,38.04335244
Frankfurter Ring 241 · 80807 Muenchen,48.1867397,11.6063971,80807,808,48.166647,11.578844,3.027480762
Schenkendorfstraße 15 · 80807 München,48.1769558,11.5895474,80807,808,48.166647,11.578844,1.394260597
Manchinger Straße 115 · 85053 Ingolstadt,48.7474464,11.4653886,85053,850,48.74010978,11.43508564,2.366990874
Ungererstraße 65 · 80805 Muenchen,48.176022,11.6000011,80805,808,48.166647,11.578844,1.88368474
Freisinger Landstraße 26 · 80939 München,48.2070336,11.6253727,80939,809,48.213242,11.556008,5.186101609
Freisinger Landstraße 9 · 80939 München,48.2070336,11.6253727,80939,809,48.213242,11.556008,5.186101609
A9 Hermsdorfer Kreuz West · 07629 Schleifreisen,50.8754815,11.8455747,7629,762,48.938505,8.367736,329.207029
A9 Osterfeld Ost · 06721 Osterfeld,51.1054561,11.958265,6721,672,49.537156,8.180606,319.8463698
Obere Hauptstraße 5 · 85084 Reichertshofen/Wind.,48.6461409,11.5132881,85084,850,48.74010978,11.43508564,11.92165939
Goethestraße 145 · 85055 Ingolstadt,48.7720383,11.4468594,85055,850,48.74010978,11.43508564,3.653696238
Ingolstädter Straße 7 a · 85101 Lenting,48.8017648,11.4569552,85101,851,48.8076,11.47,1.154856361
Roemerstraße 50 · 85055 Ingolstadt,48.7913836,11.4379428,85055,850,48.74010978,11.43508564,5.705233179
Kapellenweg 1 · 85120 Hepberg,48.817571,11.4604283,85120,851,48.8076,11.47,1.311681286
Manchinger Straße 84 · 85053 Ingolstadt,48.7474464,11.4653886,85053,850,48.74010978,11.43508564,2.366990874
Logistikring 8 · 85084 Reichertshofen,48.6432812,11.5189827,85084,850,48.74010978,11.43508564,12.4035247
Oberthann Nr. 9 · 85301 Schweitenkirchen,48.5076186,11.5847958,85301,853,48.471233,11.564945,4.302251706
Manchinger Straße 70 · 85053 Ingolstadt,48.7474464,11.4653886,85053,850,48.74010978,11.43508564,2.366990874
Schollstraße 2 · 85055 Ingolstadt,48.7913836,11.4379428,85055,850,48.74010978,11.43508564,5.705233179
Manchinger Straße 76 · 85053 Ingolstadt,48.7474464,11.4653886,85053,850,48.74010978,11.43508564,2.366990874
Robert-Koch-Straße 1 · 85301 Schweitenkirchen,48.5103435,11.5819393,85301,853,48.471233,11.564945,4.525622692
Münchner Straße 17 · 85391 Allershausen,48.4311846,11.5970726,85391,853,48.471233,11.564945,5.044307797
Schroßlacher Straße 2 · 85391 Allershausen,48.4311846,11.5970726,85391,853,48.471233,11.564945,5.044307797
Muenchener Straße 16 · 85391 Allershausen,48.4302139,11.5935018,85391,853,48.471233,11.564945,5.023890193
An Der A 9 · 07927 Hirschberg,50.4180055,11.7859878,7927,792,48.03381,7.579161,404.3750858
Sieggrubenstr 5 · 95180 Berg Bei Hof,50.3714485,11.7893049,95180,951,50.238489,12.02963,22.58082443
A9 Frankenwald Ost · 95180 Berg,50.406671,11.7740822,95180,951,50.238489,12.02963,26.05514683
A 9 · 85120 Hepberg,48.8284594,11.4727979,85120,851,48.8076,11.47,2.328488089
A 9 · 85301 Geisenhausen,48.5516523,11.5912618,85301,853,48.471233,11.564945,9.149938233
A 9 · 95180 Berg,50.3820817,11.783337,95180,951,50.238489,12.02963,23.68188883
A9 Greding Ost · 91171 Greding,49.041114,11.3543977,91171,911,49.337413,11.014337,41.1853647
"Bab A9, Ostseite · 90537 Feucht",49.3724892,11.2009409,90537,905,49.403379,10.691245,37.05155808
Feucht-West A 9 · 90537 Feucht,49.3748517,11.2291112,90537,905,49.403379,10.691245,39.05906134
A 9 · 85120 Hepberg,48.8284594,11.4727979,85120,851,48.8076,11.47,2.328488089
A9 Greding West · 91171 Greding,49.0448341,11.3387469,91171,911,49.337413,11.014337,40.17690674
Ausfahrt Fürholzen A 9 · 85376 Fürholzen,48.3436994,11.6054063,85376,853,48.471233,11.564945,14.49217761
A9 Fuerholzen West · 85376 Neufahrn B.Freising,48.3380681,11.6077133,85376,853,48.471233,11.564945,15.14008544
A 9 · 91257 Pegnitz,49.7669319,11.505586,91257,912,49.690991,11.630317,12.31589561
BAB A9 Pegnitz West · 91257 Pegnitz,49.7669319,11.505586,91257,912,49.690991,11.630317,12.31589561
Karlsruher Straße 46 · 75179 Pforzheim,48.9023477,8.6596503,75179,751,48.947228,8.574427,7.979567396
Friolzheimerstraße 37 · 71299 Wimsheim,48.8497728,8.8259684,71299,712,48.798767,8.999774,13.93067245
Karlsruher Straße 85 · 75179 Pforzheim,48.9023477,8.6596503,75179,751,48.947228,8.574427,7.979567396
Kirkeler Straße 50 · 66538 Neunkirchen,49.3286629,7.1859547,66538,665,49.187444,7.370269,20.62754864
Vorstadtstraße 133 · 66793 Saarwellingen,49.3473333,6.7997595,66793,667,49.392698,6.700288,8.79318923
Homburger Straße 106-108 · 66482 Zweibruecken,49.2557086,7.3414439,66482,664,49.229229,7.410162,5.7926904
A.D.Windschnorr 47 · 66459 Kirkel,49.3081969,7.2748684,66459,664,49.229229,7.410162,13.17057298
Meisenweg 8 · 70771 Leinfelden,48.705588,9.1439272,70771,707,48.702103,9.140427,0.464911114
Neunmorgenstraße 8-12 · 66424 Homburg,49.2635888,7.3327517,66424,664,49.229229,7.410162,6.794984295
Gottlieb-Daimler-Straße 36-38 · 66482 Zweibrücken,49.2487696,7.3509448,66482,664,49.229229,7.410162,4.817037213
Schelmenwasenstraße 7 · 70567 Stuttgart,48.7113769,9.1672833,70567,705,48.7299,9.12325,3.831008859
Kirchheimer Straße 176/2 · 73265 Dettingen unter Teck,48.6223216,9.4537654,73265,732,48.706856,9.421793,9.688631925
Fernstraße 200 · 66538 Neunkirchen,49.3319518,7.1911597,66538,665,49.187444,7.370269,20.6673917
Ludwigsthaler Straße 23 · 66539 Neunkirchen,49.3247565,7.2198674,66539,665,49.187444,7.370269,18.76885485
Im Buchbusch 12 · 75177 Pforzheim,48.9204924,8.7205586,75177,751,48.947228,8.574427,11.08075351
Karlsruher Straße 26A · 75179 Pforzheim,48.9023477,8.6596503,75179,751,48.947228,8.574427,7.979567396
Kirchheimer Straße 151 · 73265 Dettingen u. Teck,48.6223216,9.4537654,73265,732,48.706856,9.421793,9.688631925
Hauptstraße 159 · 70771 Leinfelden-Echterdin,48.6885983,9.1410265,70771,707,48.702103,9.140427,1.502298628
Dinglerstr 5 · 66482 Zweibruecken,49.2517056,7.3591862,66482,664,49.229229,7.410162,4.465618389
Leonberger Straße 56 · 71277 Rutesheim,48.8072028,8.9507274,71277,712,48.798767,8.999774,3.712557002
Lindenstraße 7 · 66583 Spiesen-Elversberg,49.3123343,7.1463137,66583,665,49.187444,7.370269,21.37976586
Lindenstraße 14 · 66583 Spiesen-Elversberg,49.3123343,7.1463137,66583,665,49.187444,7.370269,21.37976586
Vorstadtstraße 54 · 66793 Saarwellingen,49.3473333,6.7997595,66793,667,49.392698,6.700288,8.79318923
Lebacher Straße 13 · 66265 Heusweiler,49.3479627,6.9325187,66265,662,49.346209,6.934792,0.255235839
Homburger Straße 65 · 66424 Homburg,49.2812483,7.316015,66424,664,49.229229,7.410162,8.952377413
Römerstraße 1 · 71296 Heimsheim,48.8080814,8.8636227,71296,712,48.798767,8.999774,10.02508196
Dettinger Straße 87 · 73230 Kirchheim,48.6387113,9.4538698,73230,732,48.706856,9.421793,7.934975363
Berliner Straße 52/1 · 71229 Leonberg,48.7897648,9.0170509,71229,712,48.798767,8.999774,1.613576554
Schönbuchstraße 2 · 73765 Neuhausen,48.6829871,9.2737662,73765,737,48.73334,9.31523,6.372234827
Schöllkopfstraße 121 · 73230 Kirchheim,48.6425125,9.4594184,73230,732,48.706856,9.421793,7.669528725
Merziger Str 1 · 66663 Merzig,49.4419933,6.6233123,66663,666,49.476201,6.6059464,4.005454108
Lochäckerstraße / B 294 · 75177 Pforzheim,48.9174097,8.7173007,75177,751,48.947228,8.574427,10.95086219
Wallerfanger Straße 69 · 66780 Rehlingen-Siersburg,49.3753272,6.6808061,66780,667,49.392698,6.700288,2.391567656
Hauptstraße 1 · 66798 Wallerfangen,49.3271048,6.6434337,66798,667,49.392698,6.700288,8.375607565
Elly-Beinhornstraße 2 · 73760 Ostfildern - Scharnhausen,48.705112,9.2504021,73760,737,48.73334,9.31523,5.698246637
Margarete-Steiff-Straße 2 · 71277 Rutesheim,48.8101802,8.9265796,71277,712,48.798767,8.999774,5.508673274
Plieninger Straße 51 · 70794 Filderstadt,48.6829331,9.2188732,70794,707,48.702103,9.140427,6.139826202
Neuhauser Straße 54 · 70599 Stuttgart,48.6979825,9.2209388,70599,705,48.7299,9.12325,7.997860173
Neuhauser Straße 50 B · 70599 Stuttgart,48.6982232,9.226755,70599,705,48.7299,9.12325,8.371096178
Bertha-Benz-Str 4 · 89188 Merklingen,48.5172055,9.7598196,89188,891,48.456817,10.029649,20.9892119
